sku,stock.qty,pick_face_count  
155012, 287,1
155126, 4,1
155127, 5,1
155134, 316,
155135, 19,
155153, 9,1
155204, 5,1
155237, 129,1
155246, 55,
155356, 10,1
155358, 20,
155359, 19,
155375, 204,2
155436, 78,1
155437, 6,
155438, 181,2
155443, 245,2
155444, 86,2
155448, 15,2
155457, 145,2
155460, 115,2
155468, 241,2
155473, 269,2
155474, 87,2
155480, 18,1
155481, 490,2
155484, 140,2
155521, 2,1
155555, 251,1
155562, 266,2
155563, 200,2
155564, 22,2
155579, 48,2
155587, 88,1
155611, 12,2
155703, 1,1
155705, 5,
155707, 21,2
155708, 7,1
155709, 8,
155711, 12,1
155715, 10,1
155716, 12,1
155717, 5,1
155725, 45,1
155726, 83,1
155728, 11,1
155732, 11,1
155736, 314,1
155740, 47,1
155762, 378,1
155790, 1,
155811, 155,2
155822, 178,2
155824, 25,1
155828, 63,2
155838, 35,1
155841, 0,
155846, 1955,2
155911, 14,1
155920, 25,1
155938, 108,
155941, 13,
155942, 36,1
155943, 2,
155945, 21,
155956, 10,1
155983, 45,1
155992, 9,
155997, 54,
156075, 6,1
156076, 3,
156077, 40,1
156149, 13,2
156151, 17,1
156165, 2,1
156170, 58,1
156172, 9,1
156177, 2,1
156178, 3,1
156183, 20,1
156185, 166,2
156188, 10,1
156198, 54,1
156199, 138,1
156200, 25,1
156203, 15,1
156207, 27,
156209, 24,1
156225, 20,
156226, 16,
156229, 16,
156235, 10,1
156240, 12,1
156241, 1,2
156243, 14,1
156245, 7,1
156248, 7,1
156262, 5,
156303, 120,2
156314, 100,1
156320, 21,2
156322, 136,2
156341, 200,2
156385, 22,1
156386, 14,1
156389, 0,1
156391, 1146,1
156401, 39,1
156407, 23,1
156411, 137,1
156413, 12,
156418, 6,
156423, 6,
156437, 327,2
156438, 115,2
156439, 0,2
156447, 47,1
156454, 77,1
156461, 168,
156462, 1,1
156466, 1,1
156470, 10,1
156479, 12,
156486, 99,1
156490, 40,1
156492, 24,1
156495, 99,1
156513, 14,1
156514, 57,2
156525, 31,1
156532, 20,1
156535, 20,1
156541, 12,1
156557, 21,1
156560, 26,1
156563, 91,1
156565, 51,1
156566, 20,1
156568, 73,1
156570, 30,1
156573, 24,1
156576, 16,1
156583, 11,1
156603, 8,1
156606, 80,1
156609, 4,1
156674, 146,1
156675, 15,1
156677, 73,1
156678, 158,2
156679, 1,2
156680, 29,2
156682, 38,1
156683, 46,1
156696, 12,
156702, 5,2
156707, 3,
156731, 6,
156751, 2,1
156771, 1,
156773, 1,
156795, 20,1
156848, 17,1
156850, 6,1
156851, 36,1
156873, 13,1
156878, 3,1
156898, 307,1
156900, 26,1
156912, 291,1
156913, 336,1
156914, 14,1
156948, 31,2
156965, 8,1
156966, 11,1
156969, 1092,1
156970, 1800,2
156971, 8,2
157121, 128,1
157138, 28,2
157139, 172,2
157140, 56,2
157141, 290,2
157143, 275,2
157145, 253,2
157146, 244,2
157147, 40,1
157148, 95,2
157149, 48,2
157150, 174,2
157151, 479,2
157152, 408,2
157153, 0,2
157154, 92,2
157155, 475,2
157156, 0,2
157157, 682,1
157158, 276,2
157159, 328,2
157160, 802,2
157163, 332,2
157164, 371,1
157165, 400,2
157166, 357,2
157168, 180,1
157169, 121,1
157170, 71,1
157173, 86,2
157174, 40,1
157205, 0,1
157206, 314,
157214, 759,1
157216, 415,1
157240, 1,1
157311, 38,1
157312, 185,1
157313, 90,1
157315, 271,1
157316, 130,1
157319, 54,1
157320, 19,1
157321, 15,1
157322, 144,1
157323, 118,1
157324, 80,1
157358, 10,1
157361, 36,2
157369, 136,1
157373, 312,1
157376, 120,1
157377, 100,1
157378, 12,1
157379, 66,1
157380, 168,1
157384, 260,1
157385, 24,1
157386, 393,1
157403, 31,1
157404, 24,1
157487, 274,1
157523, 28,1
157525, 12,1
157526, 51,1
157528, 0,1
157530, 0,1
157531, 134,1
157532, 0,1
157534, 78,1
157538, 167,1
157583, 1,1
157598, 134,2
157695, 176,2
157697, 7,1
157756, 185,1
157758, 498,2
157761, 23,1
157762, 95,1
157763, 30,1
157765, 69,2
157785, 2,
157791, 122,2
157792, 110,2
157812, 181,2
157860, 11,
157882, 9,
157884, 14,
157889, 4,
157890, 13,1
157893, 17,
157895, 9,
157897, 7,
157899, 13,
157901, 5,
157904, 9,1
157905, 20,1
157906, 7,1
157907, 14,1
157908, 9,1
157909, 9,
157911, 9,
157914, 9,
157915, 20,1
157917, 10,1
157922, 40,
157923, 34,
157924, 7,
157926, 1,
157934, 18,1
157935, 7,1
157936, 20,1
157937, 35,1
157938, 10,1
157943, 6,
157945, 15,
157946, 3,1
157947, 7,
157948, 10,
157950, 49,1
157951, 5,1
157952, 8,1
157954, 15,1
157955, 11,1
157956, 20,
157959, 9,1
157962, 10,1
157963, 19,1
157964, 23,1
157966, 31,1
157971, 8,
157973, 10,
157975, 15,1
157978, 9,
157979, 20,
157980, 10,
157983, 7,
157986, 10,1
157988, 5,
157992, 55,1
157998, 10,1
158000, 15,1
158008, 93,2
158019, 9,1
158020, 9,1
158021, 9,1
158023, 16,1
158038, 8,1
158039, 12,
158040, 56,1
158045, 17,1
158049, 7,1
158053, 1,
158054, 42,1
158060, 6,1
158065, 3,1
158069, 6,
158070, 8,1
158073, 5,1
158085, 10,
158086, 7,
158094, 8,
158095, 7,
158096, 14,
158098, 7,
158099, 17,
158105, 16,1
158106, 2,
158107, 10,
158113, 23,
158115, 23,1
158116, 19,1
158124, 4,
158130, 9,
158134, 10,
158135, 10,
158139, 17,1
158141, 16,1
158146, 14,1
158150, 29,1
158151, 18,
158152, 7,
158153, 13,1
158157, 16,1
158163, 10,
158165, 8,1
158168, 5,
158174, 17,1
158177, 1,
158185, 20,1
158187, 10,
158190, 23,1
158194, 12,1
158197, 8,
158218, 10,1
158219, 13,
158220, 16,1
158223, 14,
158224, 8,
158225, 9,1
158239, 25,1
158242, 34,1
158245, 8,
158247, 1,
158266, 25,
158270, 6,1
158271, 14,
158274, 26,1
158275, 5,1
158277, 19,1
158279, 10,
158280, 28,1
158281, 7,
158283, 101,1
158284, 10,
158285, 4,1
158286, 29,1
158287, 5,1
158294, 10,
158296, 3,1
158297, 15,
158298, 12,1
158303, 44,1
158304, 10,1
158305, 5,1
158306, 11,
158307, 5,1
158308, 12,1
158310, 13,1
158312, 13,
158326, 6,1
158329, 12,1
158330, 11,1
158331, 3,1
158332, 22,1
158333, 50,1
158334, 26,1
158336, 11,1
158337, 27,1
158338, 8,1
158339, 17,1
158340, 11,1
158351, 5,1
158352, 10,
158353, 27,1
158354, 7,1
158355, 7,
158358, 6,1
158359, 6,
158360, 6,
158361, 43,1
158362, 15,
158363, 7,
158368, 5,
158377, 5,1
158378, 7,
158379, 6,1
158382, 1,1
158385, 55,1
158386, 27,1
158393, 17,2
158399, 11,1
158403, 6,1
158404, 19,1
158405, 5,1
158406, 14,1
158407, 4,1
158422, 4,
158426, 16,1
158427, 10,
158439, 6,
158443, 8,1
158455, 6,
158458, 936,1
158514, 358,2
158522, 0,1
158525, 27,1
158548, 21,1
158554, 1,1
158561, 2,1
158566, 18,1
158591, 605,2
158592, 618,1
158593, 295,2
158594, 39,
158595, 272,2
158596, 86,1
158598, 4,
158599, 12,1
158609, 29,1
158622, 28,
158627, 55,
158656, 60,1
158660, 16,1
158662, 8,1
158670, 60,2
158724, 18,1
158735, 1,
158736, 36,
158738, 22,
158750, 2,1
158760, 54,1
158783, 8,1
158812, 138,1
158814, 63,2
158818, 19,1
158829, 198,1
158830, 166,1
158831, 42,1
158832, 60,1
158834, 32,1
158862, 1,
158870, 64,1
158883, 5,1
158885, 33,1
158886, 379,1
158898, 15,1
158899, 64,1
158900, 60,1
158901, 29,1
158902, 44,1
158903, 34,1
158912, 336,1
158946, 206,2
158977, 32,
158978, 32,
158979, 28,
158980, 78,
158982, 52,
158987, 78,
158988, 42,
158989, 2,
159010, 23,
159013, 10,
159170, 682,2
159171, 159,1
159172, 225,1
159181, 253,2
159190, 68,1
159192, 0,2
159197, 81,1
159199, 4,2
159232, 42,1
159235, 2,1
159244, 38,1
159245, 10,1
159248, 49,1
159279, 438,1
159281, 551,1
159286, 1234,2
159287, 6,
159296, 312,1
159299, 678,1
159309, 36,1
159310, 12,1
159318, 14,1
159319, 35,1
159340, 5,1
159345, 2925,2
159346, 3335,1
159347, 1167,1
159349, 1239,2
159412, 162,2
159413, 302,2
159414, 14,1
159447, 67,1
159448, 26,1
159449, 32,1
159450, 90,1
159471, 18,1
159474, 32,1
159475, 47,1
159476, 40,1
159508, 30,1
159511, 5,1
159513, 11,1
159514, 16,1
159517, 8,1
159518, 32,1
159522, 37,1
159530, 6,1
159531, 9,1
159532, 9,1
159540, 6,1
159549, 0,2
159550, 42,1
159556, 36,1
159572, 15,1
159573, 82,2
159575, 14,1
159582, 42,2
159583, 13,2
159641, 0,1
159646, 96,1
159647, 162,1
159656, 27,1
159657, 12,1
159658, 133,1
159663, 50,1
159667, 31,2
159671, 120,1
159672, 95,3
159676, 26,1
159690, 36,1
159693, 180,1
159713, 34,1
159714, 147,2
159716, 19,2
159717, 17,2
159718, 4,1
159730, 15,1
159743, 43,1
159744, 9,1
159745, 9,1
159747, 96,2
159751, 232,1
159756, 21,1
159762, 69,1
159764, 228,1
159765, -15,1
159766, 421,1
159767, 4,1
159768, 3,1
159769, 35,1
159771, 53,2
159774, 20,2
159775, 1,
159776, 528,2
159781, 39,2
159785, 0,1
159786, 18,1
159788, 170,
159791, 0,
159792, 264,
159795, 34,1
159797, 18,1
159798, 34,1
159808, 49,1
159809, 57,1
159810, 470,2
159811, 134,1
159812, 243,1
159813, 8,1
159817, 120,2
159819, 26,2
159820, 168,1
159822, 156,1
159825, 18,1
159826, 2,1
159841, 35,1
159846, 9,1
159848, 10,1
159849, 12,1
159874, 24,1
159875, 6,
159888, 240,1
159894, 294,1
159895, 19,
159897, 342,2
159899, 108,
159910, 3,1
159911, 9,1
159913, 7,1
159914, 17,1
159915, 7,1
159916, 28,1
159920, 94,1
159921, 138,1
159922, 41,1
159976, 12,
159977, 1,
159986, 0,2
159990, 180,1
160106, 85,2
160112, 46,1
160114, 15,1
160116, 4,1
160117, 21,1
160120, 10,2
160122, 6,1
160132, 30,1
160161, 56,1
160251, 51,1
160252, 4,1
160257, 167,1
160265, 1,
160267, 10,2
160274, 29,
160318, 173,2
160319, 1,
160327, 268,2
160328, 107,2
160371, 141,1
160372, 137,1
160373, 117,1
160374, 116,1
160375, 89,1
160376, 48,1
160377, 96,1
160378, 50,1
160379, 86,1
160415, 54,2
160419, 44,
160427, 39,
160446, 3,1
160448, 7,
160454, 72,1
160455, 0,1
160480, 54,1
160488, 306,1
160489, 42,1
160495, 4,
160496, 56,1
160497, 14,1
160723, 10,2
160724, -6,2
160726, 50,2
160731, 16,1
160733, 11,1
160735, 4,2
160737, 4,2
160741, 75,2
160742, 1427,2
160946, 1,
160959, 1,2
160963, 1159,2
160977, 13,1
160978, 11,1
161086, 6,1
161089, 2500,
161119, 6,1
161149, 8,
161156, 51,1
161169, 100,1
161206, 1,1
161228, 40,1
161232, 4,1
161244, 10,1
161252, 24,1
161290, 3,1
161309, 28,1
161313, 11,1
161380, 7,1
161382, 23,1
161421, 47,1
161429, 1,1
161456, 1,1
161471, 1,1
161481, 2,1
161493, 1,1
161498, 3,1
161589, 59,1
161600, 40,1
161660, 10,1
161692, 0,1
161728, 189,1
161736, 24,1
161745, 46,1
161749, 15,1
161761, 43,1
161770, 4,1
161793, 3,
161813, 22,
161849, 4,
161860, 5,1
161864, 1,
161895, 16,1
161912, 348,1
161917, 382,2
161923, 4018,2
161925, 96,
161929, 1,
161930, 1,
161947, 1,1
161962, 66,2
161964, 91,2
161965, 1,
161985, 1443,2
161992, 94,1
161993, 16,1
161994, 6,
161995, 6,
161999, 44,1
162001, 122,1
162002, 47,1
162003, 89,1
162004, 50,1
162005, 54,1
162008, 10,1
162060, 17,
162066, 48,1
162067, 182,1
162068, 226,1
162069, 96,1
162070, 47,1
162071, 45,1
162074, 0,1
162080, 192,2
162081, 0,1
162082, 0,1
162083, 18,1
162085, 2,
162094, 46,2
162096, 600,
162097, 19,1
162098, 1,
162101, 0,1
162102, 31,1
162106, 10,1
162107, 46,
162109, 2,1
162117, 53,1
162118, 115,1
162120, 209,1
162121, 45,1
162122, 46,1
162124, 123,1
162125, 5,1
162126, 98,1
162134, 227,2
162139, 42,1
162147, 64,1
162160, 4,1
162166, 5,1
162197, 205,2
162198, 599,1
162199, 1104,1
162200, 22,1
162205, 9,1
162210, 4,1
162212, 5,
162214, 5,
162217, 32,1
162220, 547,1
162221, 444,1
162225, 1,1
162226, 349,1
162227, 24,1
162230, 6,
162237, 4,1
162238, 6,1
162241, 279,2
162251, 1,1
162254, 22,1
162255, 5,1
162263, 1,
162266, 3,1
162267, 11,1
162272, 106,1
162277, 1,2
162283, 1044,1
162284, 38,1
162290, 7,
162295, 372,2
162302, 1,1
162307, 14,
162311, 4,1
162312, 34,
162328, 10,
162329, 28,1
162332, 3,
162345, 30,1
162356, 2,1
162384, 42,2
162392, 6,
162398, 1,1
162400, 23,1
162401, 11,1
162402, 5,1
162403, 57,1
162404, 126,1
162405, 866,1
162407, 4,1
162410, 7,1
162423, 6,1
162424, 11,1
162428, 10,1
162430, 9,1
162433, 7,1
162439, 76,1
162444, 257,2
162464, 200,2
162468, 311,2
162470, 61,
162474, 107,1
162475, 145,1
162476, 68,2
162486, 3,1
162515, 1,1
162518, 3840,1
162529, 46,1
162530, 20,1
162531, 1,1
162532, 35,
162533, 9,1
162534, 374,1
162535, 17,
162538, 66,
162539, 12,1
162540, 25,1
162545, 107,2
162548, 10,1
162552, 90,1
162569, 364,2
162571, 10,
162572, 6,1
162577, 6,
162581, 4,1
162583, 10,1
162584, 8,1
162585, 1,1
162586, 5,
162587, 2,1
162588, 6,1
162589, 5,1
162590, 43,1
162591, 9,1
162592, 2,1
162593, 9,1
162594, 1,1
162595, 10,
162596, 8,1
162597, 5,
162598, 10,1
162599, 5,
162600, 10,1
162601, 0,1
162602, 6,
162605, 2,1
162606, 7,1
162608, 8,1
162609, 113,1
162611, 5,1
162613, 36,1
162614, 2,1
162615, 36,1
162616, 8,2
162618, 3,1
162619, 2,1
162621, 9,2
162622, 82,1
162623, 778,1
162624, 174,2
162625, 37,1
162627, 189,2
162628, 13,1
162633, 32,1
162637, 34,
162641, 56,2
162642, 484,2
162643, 32,1
162648, 36,2
162650, 10,1
162651, 48,2
162653, 483,1
162654, 152,1
162762, 97,2
162763, 38,2
162766, 10,1
162768, 12,2
162769, -12,2
162770, 12,1
162833, 72,1
162834, 90,2
162835, 216,2
162836, 76,2
162837, 60,2
162840, 44,2
162860, 146,1
162863, 186,2
162865, 120,2
162895, 164,2
162898, 0,2
162899, 47,1
162901, 1,
162903, 327,1
162928, 1,
162941, 40,1
162942, 462,2
162951, 6,3
162954, 467,1
162963, 5,1
163078, 16,2
163079, 79,2
163081, 124,2
163083, 186,2
163084, 90,2
163113, 15,1
163114, 7,1
163117, 7,1
163119, 3,1
163121, 8,1
163122, 48,1
163123, 20,1
163125, 7,1
163127, 4,1
163128, 5,1
163131, 14,
163132, 0,1
163159, 334,
163160, 30,1
163163, 116,
163176, 120,1
163177, 14,1
163178, 54,1
163179, 171,1
163198, 11,1
163205, 4,1
163208, 53,
163224, 132,1
163225, 89,1
163226, 22,2
163229, 140,1
163236, 2,1
163239, 96,1
163243, 64,1
163245, 71,2
163248, 68,1
163250, 16,2
163254, 1,1
163262, 1,
163266, 9,1
163267, 72,1
163272, 1070,2
163277, 2543,2
163278, 893,1
163279, 3565,2
163280, 8481,1
163281, 1791,2
163283, 3528,2
163284, 3568,2
163285, 0,1
163287, 5393,2
163288, 6917,2
163289, 11,2
163290, 19491,2
163291, 3056,2
163292, 4585,1
163293, 1273,1
163294, 3283,1
163295, 1223,2
163296, 806,2
163299, 1120,1
163300, 5611,2
163301, 13349,2
163303, 12212,1
163304, 3240,1
163305, 21522,2
163308, 1910,2
163309, 423,2
163310, 1359,2
163311, 2255,2
163312, 2430,1
163313, 10236,1
163314, 4205,2
163315, 120,1
163316, 33,2
163317, 36,1
163318, 19,1
163339, 10,1
163353, 93,
163360, 4,
163362, 4,
163389, 227,1
163392, 250,3
163393, 438,1
163449, 10,1
163450, 16,1
163456, 46,2
163525, 10,
163589, 21,1
163625, 161,1
163663, 141,
163702, 86,
163707, 1,
163722, 276,2
163763, 565,1
163764, 332,2
163770, 18,1
163797, 1,1
163865, 1,
163879, 1,1
163911, 0,1
163917, 13,
163944, 1,
163947, 5,1
163948, 7,1
163950, 3,1
163961, 5,1
163962, 3,1
163963, 4,1
163964, 5,1
163966, 10,1
163967, 45,1
163968, 57,1
163969, 2,1
163971, 10,1
163972, 1,1
163975, 6,1
163976, 4,1
163978, 5,1
163982, 3,1
163984, 11,1
163985, 10,1
163986, 3,1
163987, 1,1
163988, 8,1
163989, 46,1
163993, 140,2
163997, 8,1
163998, 154,2
164000, 17,1
164001, 1,
164002, 15,1
164006, 24,1
164007, 5,
164008, 54,1
164042, 0,2
164043, 214,2
164044, 418,2
164065, 1,1
164069, 21,
164072, 10,1
164076, 218,1
164077, 166,1
164078, 180,1
164084, 101,1
164085, 99,1
164086, 0,1
164123, 13,
164124, 266,1
164125, 56,
164130, 61,
164135, 4,
164137, 70,
164138, 30,1
164139, 31,1
164140, 26,
164145, 2030,1
164158, 8,
164166, 9,1
164168, 22,2
164172, 100,
164198, 22,1
164200, 15,1
164205, 1152,
164208, 32,1
164209, 20,1
164226, 23,
164228, 6,
164235, 14,
164245, 1305,2
164246, 66,2
164247, 0,2
164258, 16,2
164259, -13,2
164260, 993,2
164261, 120,2
164262, 228,2
164263, 240,2
164264, 1029,2
164268, 32,1
164269, 27,2
164272, 12,
164273, 12,
164276, 98,1
164289, 68,2
164309, 0,2
164310, 1,1
164341, 3,1
164342, 8,1
164349, 710,2
164350, 5,1
164400, 13,
164423, 7,1
164424, 8,
164425, 3,
164428, 27,1
164429, 47,1
164430, 17,1
164431, 12,1
164432, 9,1
164435, 39,1
164436, 312,
164438, 5,1
164440, 0,1
164441, 21,1
164442, 8,1
164443, 628,2
164462, 14,2
164465, 72,
164479, 2,1
164480, 4,1
164483, 2,1
164484, 3,1
164485, 3,1
164487, 32,1
164492, 4,1
164493, 1,
164521, 53,
164529, 12,1
164532, 12,1
164533, 20,1
164534, 60,1
164569, 7,1
164570, 13,1
164571, 7,1
164572, 4,1
164573, 6,1
164577, 1,1
164590, 7,
164592, 203,1
164593, 0,1
164594, 55,1
164595, 190,2
164597, 186,1
164598, 42,1
164599, 325,1
164601, 5,1
164602, 2,
164607, 35,1
164608, 15,1
164610, 4,
164622, 17,1
164624, 20,1
164625, 14,1
164626, 11,1
164628, 2,
164631, 16,1
164632, 546,2
164635, 22,1
164637, 4,
164639, 6,
164646, 45,
164647, 11,
164648, 10,
164649, 4,
164650, 9,
164651, 3,
164656, 26,
164657, 22,
164659, 1,
164660, 1,
164664, 54,
164701, 40,2
164705, 1321,1
164706, 3434,
164707, 12,1
164708, 19,1
164718, 59,2
164719, 275,1
164724, 2,
164725, 3,
164732, 11,
164733, 1,
164734, 18,
164742, 44,1
164767, 113,1
164768, 42,1
164769, 70,1
164770, 35,1
164771, 10,1
164773, 16,1
164774, 22,1
164777, 22,2
164784, 35,2
164788, 14,2
164789, 6,2
164790, 31,1
164794, 84,2
164798, 128,1
164800, 4,
164802, 1,1
164820, 4,1
164827, 2,1
164842, 51,1
164854, 10,1
164856, 305,1
164857, 18,1
164858, 80,1
164861, 43,1
164862, 61,1
164863, 13,1
164864, 9,1
164865, 29,1
164866, 5,1
164867, 4,1
164868, 41,1
164869, 49,1
164870, 71,1
164874, 8,1
164875, 21,1
164885, 3,
164886, 11,
164892, 35,1
164893, 33,1
164894, 48,1
164895, 50,1
164907, 15,1
164909, 3,1
164923, 7,1
164924, 53,2
164928, 286,2
164930, 120,1
164934, 158,1
164936, 7,
164942, 2,
164947, 8,
164948, 1,
164949, 7,
164951, 2,
164952, 54,1
164956, 43,1
164957, 11,1
164959, 160,1
164968, 2250,2
164969, 523,2
164970, 6,1
164971, 52,1
164972, 9,
164973, 6,1
164974, 15,1
164976, 66,1
164977, 47,1
164978, 77,1
164979, 15,1
164980, 27,1
164982, 7,1
164983, 27,1
164985, 120,1
164986, 198,
164989, 48,1
164991, 10,1
164992, 14,1
164994, 78,1
164995, 28,1
164996, 31,1
164997, 20,1
164998, 30,1
164999, 19,1
165000, 12,1
165001, 33,1
165002, 24,1
165003, 17,1
165007, 1,
165008, 8,
165011, 4,
165012, 16,
165013, 6,
165037, 11,1
165038, 14,1
165039, 13,1
165042, 5,1
165043, 78,2
165047, 152,2
165048, 0,1
165051, 8,1
165056, 7,1
165057, 2,1
165058, 900,2
165060, 114,1
165061, 57,1
165062, 217,1
165063, 39,1
165079, 9,2
165083, 13,2
165085, 41,2
165095, 72,1
165114, 1,1
165186, 1,
165187, 8,
165454, 12,2
165457, 4,
165458, 71,2
165460, 340,
165462, 82,
165478, 1,1
165489, 532,1
165491, 43,1
165493, 40,1
165494, 175,1
165506, 59,1
165509, 9,1
165514, 1,2
165515, 1,2
165520, 48,1
165521, 228,1
165522, 511,1
165523, 94,1
165524, 24,1
165533, 6,
165537, 441,
165538, 15,1
165542, 30,1
165546, 0,1
165555, 6,
165556, 3,
165562, 20,
165566, 22,
165595, 20,1
165602, 6864,2
165610, 226,1
165611, 60,1
165612, 231,2
165629, 19,
165643, 280,
165645, 27,1
165651, 18,1
165652, 18,1
165653, 18,1
165678, 45,2
165688, 27,
165693, 23,1
165694, 15,1
165697, 18,2
165704, 55,1
165705, 280,1
165706, 6,1
165708, 0,2
165711, 15,1
165718, 104,1
165721, 4,1
165737, 0,2
165739, 89,1
165742, 270,1
165743, 3036,2
165748, 116,1
165750, 0,1
165752, 1,2
165753, 122,1
165794, 732,1
165795, 35,1
165796, 0,1
165799, 6,
165800, 6,
165801, 24,
165802, 9,
165820, 20,1
165835, 232,1
165840, 56,1
165861, 10,1
165862, 32,1
165864, 1,1
165865, 5,1
165866, 18,1
165870, 264,2
165875, 21,
165878, 6674,2
165899, 101,1
165900, 60,2
165901, 2143,2
165902, 1745,2
165920, 2,
165924, 1059,2
165975, 383,1
166006, 1,
166013, 274,1
166014, 1,
166024, 423,1
166033, 196,2
166057, 5,
166065, 5,
166072, 14,1
166073, 2,
166080, 1,1
166096, 250,1
166100, 24,1
166101, 2606,1
166105, 545,2
166106, 612,3
166146, 0,1
166147, 679,1
166149, 121,1
166150, 503,1
166151, 168,1
166153, 88,1
166155, 160,1
166157, 316,1
166187, 76,1
166214, 40,
166258, 1,1
166271, 124,1
166274, 57,2
166275, 22,1
166276, 3538,1
166278, 644,1
166281, 3471,2
166303, 16,1
166304, 3,1
166313, 1360,2
166385, 7,
166386, 17,
166387, 18,
166388, 19,
166389, 138,1
166399, 8,1
166402, 2,
166406, 10,
166419, 235,1
166420, 642,1
166421, 136,2
166422, 1633,2
166426, 42,
166427, 93,
166440, 14,1
166441, 7,1
166442, 7,1
166443, 6,1
166444, 11,1
166445, 22,1
166446, 5,1
166447, 8,1
166457, 117,1
166458, 0,2
166475, 22,1
166476, 32,1
166480, 7,1
166484, 143,
166485, 41,
166505, 1,1
166513, 54,1
166514, 22,2
166562, 5,
166564, 1,
166567, 1,
166579, 2,1
166588, 3,1
166597, 32,1
166758, 30,1
167045, 21,1
168157, 18,
168602, 28,1
168618, 3,
168619, 5,1
168620, 3,1
168657, 8,
168664, 7,
168677, 9,
168684, 6,1
168685, 3,1
168702, 5,
168711, 36,1
168712, 6,
168727, 26,
168731, 6,
168734, 8,1
168739, 2,1
168741, 3,1
168742, 3,1
168751, 867,2
168758, 4,1
168784, 1,
168797, 14,1
168802, 2,1
168803, 1,1
168807, 2,1
168989, 40,
169719, 22,1
169720, 26,1
169721, 1,
169722, 2,
169723, 11,1
169724, 31,1
169725, 2,
169730, 37,2
169731, 13,1
