sku,stock.qty,pick_face_count  
177946, 1,1
177948, 2,1
177958, 4,1
177959, 2,1
177962, 1,1
177966, 6,1
177968, 3,1
177970, 14,1
177971, 28,1
177992, 9,1
177993, 120,1
177996, 18,1
177997, 18,1
177998, 6,1
178000, 24,1
178008, 6,1
178009, 94,1
178010, 23,1
178011, 491,1
178012, 1,
178013, 53,1
178015, 30,1
178017, 18,1
178018, 22,1
178019, 5,
178020, 9,1
178021, 12,1
178022, 54,1
178023, 60,1
178024, 25,1
178025, 228,2
178026, 10,1
178036, 15,
178042, 11,1
178043, 8,1
178044, 10,1
178045, 73,
178046, 1,1
178047, 5,1
178048, 8,1
178049, 9,1
178051, 1,1
178052, 10,1
178053, 16,
178061, 93,1
178062, 188,1
178063, 245,1
178064, 13,1
178065, 264,1
178066, 247,1
178067, 258,1
178068, 447,1
178071, 8,
178072, 91,
178074, 331,2
178075, 0,1
178076, 185,1
178077, 240,1
178078, 600,1
178079, 460,1
178081, 4,1
178094, 3,
178101, 55,1
178102, 7,1
178103, 85,1
178104, 18,1
178106, 41,1
178108, 68,1
178109, 56,1
178110, 223,1
178111, 3,1
178112, 4,1
178113, 0,1
178116, 2,1
178118, 6,1
178119, 1,1
178121, 13,1
178123, 6,1
178124, 10,
178125, 3,1
178126, 74,1
178127, 79,1
178128, 26,
178131, 188,
178146, 12,1
178152, 1,
178155, 4,
178157, 1,
178162, 1,
178168, 11,
178170, 9,
178171, 17,
178172, 30,
178179, 24,
178185, 6,
178192, 3,
178204, 2,
178206, 6,
178209, 17,
178211, 2,
178216, 41,1
178227, 52,
178250, 21,1
178252, 3,
178253, 469,1
178254, 239,2
178256, 12,
178258, 289,1
178260, 12,1
178261, 716,1
178263, 95,1
178264, 32,
178267, 18,
178272, 516,2
178273, 305,2
178284, 1,
178286, 444,2
178287, 55,2
178289, 11,1
178295, 8,1
178296, 1,1
178297, 3,1
178298, 5,1
178299, 5,1
178300, 8,1
178301, 5,1
178306, 6,
178307, 4,
178308, 4,
178309, 12,
178310, 5,
178311, 6,
178312, 6,
178313, 60,1
178314, 5,
178315, 6,
178322, 5,1
178323, 6,1
178335, 37,
178337, 92,2
178375, 3,1
178376, 5,
178377, 1,
178378, 7,
178379, 3,1
178380, 1,
178382, 2,
178383, 1,1
178384, 1,1
178403, 28,
178409, 1,
178420, 146,1
178422, 182,1
178436, 2,
178437, 31,1
178438, 7,1
178441, 26,1
178449, 8,
178450, 5,1
178451, 15,1
178452, 1,
178453, 9,1
178454, 1,
178455, 40,1
178456, 0,1
178458, 16,
178467, 3,1
178468, 2,
178469, 301,1
178482, 17,2
178500, 199,1
178505, 127,2
178509, 131,1
178527, 1781,2
178528, 6,2
178529, 17,1
178530, 15,1
178531, 36,1
178532, 1,1
178533, 3,1
178534, 442,2
178536, 81,1
178538, 4,1
178547, 11,1
178548, 18,1
178549, 7,1
178551, 10,1
178552, 9,1
178554, 24,1
178555, 5,1
178556, 12,1
178557, 37,1
178559, 51,1
178560, 34,
178564, 7,1
178565, 5,1
178566, 5,1
178567, 5,1
178568, 5,1
178571, 1251,1
178583, 5,1
178589, 20,1
178590, 88,1
178591, 18,1
178592, 2,1
178609, 2,1
178610, 311,1
178612, 42,1
178640, 1,
178653, 529,1
178676, 58,
178685, 3,1
178690, 10,2
178697, 53,1
178698, 71,1
178700, 23,1
178702, 202,1
178703, 0,1
178705, 500,3
178709, 92,1
178726, 1,2
178727, 96,1
178741, 9,1
178755, 218,1
178756, 12,1
178757, 709,1
178761, 9,1
178765, 58,
178766, 25,
178782, 70,1
178783, 7,1
178799, 12,
178800, 0,2
178802, 1,
178804, 6,1
178807, 14,1
178827, 10,
178829, 22,
178831, 36,2
178833, 12,1
178834, 1,1
178850, 4,1
178856, 12,1
178859, 1,1
178860, 18,1
178862, 17,1
178865, 37,1
178866, 64,1
178867, 24,1
178868, 39,1
178869, 29,1
178870, 5,1
178873, 5,2
178874, 1848,2
178875, 11,1
178876, 1,2
178881, 7,2
178885, 1,1
178886, 16,1
178887, 5,1
178888, 2,1
178889, 1,
178890, 6,
178891, 1,1
178893, 8,
178895, 180,2
178896, 0,2
178897, 159,2
178903, 1,1
178904, 10,2
178909, 2,1
178910, 4,2
178921, 2,
178922, 1,1
178941, 2,
178947, 2,
178949, 13,1
178953, 33,1
178954, 4,1
178955, 8,1
178956, 14,1
178960, 0,2
178970, 6,
178972, 4,
178973, 885,
178976, 260,1
178988, 1,
179001, 48,
179011, 4382,1
179014, 0,2
179017, 0,2
179018, 171,2
179019, 167,2
179020, 173,2
179021, 0,2
179023, 93,2
179033, 856,2
179034, 7,1
179035, 600,2
179036, 512,2
179041, 438,2
179043, 0,1
179052, 187,1
179053, 35,1
179058, 5,1
179059, 47,1
179060, 6,1
179062, 12,
179064, 16,
179065, 50,1
179066, 7,
179067, 5,1
179070, 408,2
179071, 482,1
179073, 12410,2
179075, 6345,1
179076, 972,1
179077, 131,1
179078, 353,2
179079, 79,1
179080, 185,1
179081, 122,1
179082, 161,1
179083, 770,1
179085, 150,2
179086, 2904,1
179087, 791,1
179088, 348,2
179089, 41,1
179090, 5154,2
179091, 726,2
179092, 1517,2
179093, 992,1
179094, 90,1
179096, 1,2
179097, 210,1
179098, 238,2
179100, 1020,1
179101, 924,1
179103, 432,1
179108, 768,1
179114, 686,2
179115, 154,1
179116, 1239,2
179117, 844,2
179120, 542,2
179122, 744,2
179124, 219,1
179125, 40,1
179127, 13,2
179138, 795,1
179139, 5,1
179140, 72,1
179141, 18,1
179146, 12,1
179154, 13,1
179155, 1,1
179157, 58,1
179159, 6,
179167, 4,1
179179, 34,
179184, 216,2
179185, 96,1
179186, 12,2
179187, 1,
179212, 30,2
179220, 137,2
179221, 324,1
179222, 34,
179223, 29,2
179224, 18,2
179227, 1,1
179228, 33,2
179229, 57,2
179230, 40,2
179231, 2,1
179248, 22,1
179249, 8,1
179250, 9,2
179253, 21,1
179257, 180,1
179258, 40,2
179260, 389,1
179264, 73,1
179266, 192,1
179267, 23,1
179268, 123,2
179269, 190,2
179270, 2,
179319, 792,1
179320, 893,1
179326, 26,
179328, 22,
179330, 1,
179331, 24,
179332, 23,
179333, 125,1
179337, 2,
179338, 3,1
179341, 0,1
179342, 21,1
179344, 18,1
179346, 548,2
179348, 16,
179355, 144,
179358, 171,1
179359, 41,2
179360, 13,2
179361, 2,2
179364, 1,
179366, 21,
179367, 16,1
179373, 9,
179374, 78,
179423, 68,1
179425, 84,1
179435, 410,1
179436, 584,2
179437, 0,2
179438, 1,
179439, 4,
179441, 2,
179443, 4,
179450, 295,2
179451, 841,2
179570, 5,2
179574, 9,2
179576, 9,1
179580, 28,
179582, 1,
179585, 19,
179586, 24,
179588, 11,
179589, 2,
179590, 1,
179592, 3,
179593, 1,2
179594, 4,
179598, 576,1
179599, 103,
179600, 296,1
179602, 300,
179606, 12,
179607, 172,
179608, 34,1
179609, 715,1
179610, 4,1
179611, 3,1
179612, 6,1
179613, 898,1
179614, 12,1
179615, 382,2
179616, 8,1
179617, 21,2
179618, 1,1
179620, 11,1
179621, 11,1
179622, 1,1
179624, 16,1
179627, 0,1
179632, 46,1
179637, 344,1
179638, 103,2
179639, 10,1
179640, 432,1
179641, 6,1
179643, 9,1
179644, 23,1
179647, 11,1
179651, 10,
179652, 2,2
179653, 35,1
179654, 12,1
179655, 15,1
179656, 0,1
179658, 6,1
179659, 17,1
179660, 10,1
179661, 4,1
179662, 5,1
179664, 12,1
179665, 2,1
179666, 8,1
179667, 11,1
179668, 3,1
179669, 5,1
179670, 3,1
179671, 15,1
179674, 2,1
179675, 5,1
179677, 10,1
179678, 276,1
179683, 10,
179684, 134,1
179685, 51,1
179687, 12,1
179688, 3,1
179689, 18,1
179690, 0,1
179691, 6,1
179692, 12,
179693, 12,1
179694, 3,1
179695, 29,1
179696, 6,1
179697, 12,1
179698, 202,1
179702, 91,2
179704, 7,1
179707, 97,2
179709, 19,1
179710, 198,1
179711, 12,1
179712, 6,1
179714, 12,1
179715, 7,1
179716, 10,1
179717, 1,1
179718, 1,1
179719, 1,
179720, 1,1
179721, 1,1
179723, 6,1
179725, 4,1
179730, 191,2
179733, 1,2
179734, 0,1
179735, 6,1
179737, 90,1
179738, 14,1
179740, 6,1
179741, 4,
179742, 8,1
179745, 425,2
179750, 42,1
179753, 15,1
179756, 8,1
179757, 14,1
179759, 12,1
179760, 7,1
179764, 485,2
179766, 4,1
179767, 24,1
179768, 24,1
179769, 23,1
179777, 6,2
179778, 11,2
179785, 372,1
179786, 0,3
179790, 30,2
179796, 165,1
179797, 12,1
179798, 390,2
179802, 24,
179804, 52,2
179808, 0,1
179809, 36,1
179810, 40,1
179811, 100,1
179812, 65,1
179813, 80,1
179814, 8,1
179818, 0,2
179836, 200,1
179839, 48,1
179844, 1310,2
179845, 56,1
179848, 448,2
179849, 116,2
179850, 202,1
179851, 154,2
179852, 288,2
179853, 588,2
179854, 170,2
179856, 30,2
179857, 349,2
179858, 132,2
179868, 45,2
179870, 510,1
179871, 63,2
179872, 30,2
179873, 516,1
179874, 48,2
179877, 71,1
179878, 707,1
179879, 1,1
179881, 11,1
179882, 10,1
179883, 3,
179884, 8,1
179885, 6,1
179886, 4,1
179887, 37,1
179888, 2,1
179889, 2,1
179891, 41,1
179892, 16,2
179893, 77,1
179894, 172,1
179895, 14,1
179898, 22,1
179902, 19,
179914, 70,1
179933, 186,1
179935, 9,1
179937, 22,1
179938, 21,1
179941, 37,2
179942, 13,1
179943, 9,2
179944, 3,1
179945, 1,1
179946, 27,2
179950, 9,
179955, 6,1
179956, 1,1
179957, 24,1
179958, 1,1
179962, 2,
179963, 17,1
179965, 16,1
179966, 1,1
179968, 272,2
179970, 26,1
179973, 10,1
179975, 31,1
179976, 60,2
179980, 56,1
179985, 32,1
179987, 0,1
179990, 8,2
179993, 4,1
179994, 34,1
179995, 0,2
179999, 29,1
180000, 23,1
180001, 348,1
180002, 266,1
180003, 295,1
180004, 62,1
180005, 1,
180006, 17,1
180008, 63,1
180009, 11,2
180010, 36,1
180011, 15,1
180013, 89,1
180017, 11,1
180018, 91,1
180021, 84,2
180022, 15,1
180026, 0,1
180027, 65,2
180028, 64,2
180030, 210,1
180031, 218,2
180032, 281,1
180033, 96,1
180034, 162,1
180041, 50,1
180042, 20,1
180043, 22,1
180044, 18,1
180045, 2447,2
180052, 69,1
180053, 161,1
180057, 528,2
180060, 231,1
180063, 338,2
180064, 111,1
180066, 5,1
180067, 1,1
180070, 14,1
180071, 8,2
180079, 16,2
180083, 152,2
180084, 86,1
180085, 447,1
180087, 11,1
180089, 10,1
180090, 30,1
180091, 35,1
180092, 230,
180093, 63,1
180094, 3,1
180095, 125,1
180097, 905,1
180098, 295,2
180099, 2483,2
180101, 464,1
180102, 175,2
180103, 0,2
180105, 547,2
180106, 30,2
180108, 1539,2
180109, 317,1
180110, 234,1
180112, 74,1
180114, 336,
180115, 285,
180116, 2,
180118, 0,1
180119, 36,1
180120, 12,2
180121, 260,1
180124, 9,
180127, 96,2
180128, 0,2
180138, 15,1
180140, 38,1
180141, 21,1
180145, 7,
180146, 9,1
180147, 7,
180148, 10,
180149, 53,
180150, 12,1
180151, 0,1
180152, 0,1
180154, 13,1
180155, 38,1
180157, 16,1
180159, 198,1
180160, 6,
180161, 6,1
180162, 43,1
180164, 5,
180166, 39,1
180175, 6,
180177, 230,1
180178, 40,
180180, 5385,2
180181, 150,1
180184, 15,1
180185, 4,1
180187, 11,2
180188, 21,2
180189, 1,2
180190, 54,1
180193, 184,1
180194, 5,2
180195, 240,1
180197, 240,1
180198, 183,1
180199, 179,1
180201, 150,1
180202, 196,
180204, 504,1
180205, 19,1
180206, 119,1
180207, 1,
180208, 1,
180210, 6,1
180213, 1,
180214, 1,
180216, 68,2
180217, 25,1
180219, 7,2
180220, 2,2
180224, 22,1
180226, 542,1
180227, 51,2
180229, 82,1
180230, 5,1
180232, 15,1
180242, 659,1
180243, 936,1
180244, 216,1
180245, 540,
180247, 6,2
180249, 138,
180250, 1,1
180251, 89,2
180254, 474,1
180255, 6,
180257, 20,2
180260, 160,1
180261, 47,2
180262, 63,2
180264, 40,1
180265, 38,1
180266, 12,1
180268, 1,2
180269, 426,1
180271, 36,1
180272, 40,1
180273, 0,1
180274, 13,1
180275, 16,
180276, 17,1
180277, 2,
180278, 565,1
180279, 6,1
180280, 70,2
180282, 88,1
180283, 339,1
180284, 3,1
180285, 198,1
180286, 84,1
180287, 657,1
180288, 393,1
180294, 215,1
180297, 72,2
180299, 5,1
180302, 100,1
180303, 86,1
180308, 1744,1
180309, 721,1
180310, 2,1
180312, 6,1
180313, 10,1
180314, 25,2
180316, 49,1
180318, 93,1
180319, 15,
180320, 7,1
180322, 186,1
180323, 93,2
180330, 200,1
180333, 5,1
180334, 150,2
180335, 5,
180336, 324,1
180337, 180,1
180344, 21,1
180345, 2,1
180347, 17,1
180348, 2,
180349, 0,1
180352, 680,2
180355, 9,1
180356, 9,2
180357, 46,1
180358, 76,1
180359, 49,1
180360, 25,1
180361, 18,1
180363, 11,
180364, 40,
180365, 43,
180368, 2,
180369, 1,1
180377, 252,1
180378, 4,1
180379, 260,2
180380, 12,1
180381, 16,1
180384, 34,2
180385, 31,1
180387, 53,2
180389, 43,1
180391, 0,1
180395, 3,1
180396, 38,1
180398, 12,1
180399, 11,1
180401, 3,1
180405, 22,2
180406, 23,1
180407, 44,2
180408, 6,2
180409, 65,2
180410, 95,
180411, 23,1
180413, 48,
180414, 25,
180415, 44,1
180416, 21,1
180417, 195,2
180418, 92,1
180419, 61,1
180420, 30,1
180429, 6,
180431, 206,2
180433, 152,1
180434, 405,1
180435, 488,1
180436, 295,1
180437, 75,1
180438, 30,1
180439, 113,1
180440, 117,1
180441, 63,1
180442, 20,1
180443, 100,1
180444, 69,1
180445, 39,1
180446, 63,1
180447, 47,
180449, 40,1
180450, 38,
180452, 17,
180453, 13,1
180454, 168,1
180456, 61,
180457, 33,
180458, 47,
180459, 22,
180460, 27,
180461, 153,1
180466, 12,1
180468, 1,1
180470, 291,2
180471, 10,1
180472, 0,1
180473, 35,1
180474, 1,1
180475, 98,1
180476, 35,1
180477, 104,1
180478, 0,1
180479, 0,1
180480, 12,1
180481, 23,1
180482, 5,1
180484, 34,1
180485, 23,1
180486, 10,1
180487, 29,1
180488, 5,1
180491, 34,3
180492, 144,1
180493, 123,1
180494, 1415,1
180495, 1786,1
180496, 6663,1
180497, 5375,1
180498, 2591,1
180499, 2561,1
180503, 1946,2
180504, 1857,1
180506, 1885,1
180507, 1584,2
180508, 1875,1
180509, 4,1
180510, 38,1
180511, 346,1
180513, 72,
180514, 303,1
180515, 72,
180516, 292,1
180517, 3137,1
180518, 3436,1
180529, 10,1
180530, 14,1
180531, 41,1
180533, 1,2
180536, 120,1
180537, 5,1
180539, 170,1
180540, 59,1
180541, 450,2
180542, 16,1
180543, 19,1
180544, 116,2
180545, 12,1
180548, 1956,1
180549, 1850,1
180552, 1791,2
180553, 1615,2
180555, 4,2
180556, 12,2
180557, 68,2
180558, 287,1
180559, 67,1
180561, 27,1
180564, 2,1
180566, 99,
180567, 216,
180570, 8,1
180571, 11,1
180572, 18,1
180573, 14,1
180574, 12,1
180575, 18,1
180576, 42,1
180580, 22,1
180581, 24,1
180582, 50,1
180583, 1056,
180584, 54,1
180585, 73,1
180587, 30,1
180588, 30,1
180589, 24,1
180593, 19,1
180596, 36,1
180598, 26,1
180599, 27,1
180600, 72,1
180601, 237,1
180602, 3,1
180603, 78,1
180606, 96,1
180607, 87,1
180608, 1,1
180609, 16,1
180610, 267,1
180611, 36,1
180612, 3,1
180614, 393,1
180615, 47,1
180616, 24,1
180618, 6,1
180621, 12,1
180622, 14,1
180623, 6,1
180624, 11,1
180625, 11,1
180626, 13,1
180627, 54,1
180631, 48,1
180632, 1078,2
180633, 1188,1
180635, 5,1
180636, 553,2
180637, 862,1
180638, 766,2
180640, 32,1
180642, 1,1
180644, 78,1
180649, 24,1
180651, 7,1
180664, 216,1
180671, 64,
180672, 44,1
180674, 1,
180677, 182,1
180678, 20,1
180684, 29,1
180704, 7,1
180705, 740,1
180707, 47,
180709, 16,1
180714, 0,1
180716, 206,1
180717, 15,1
180719, 12,1
180720, 15,1
180722, 2,1
180724, 5,1
180728, 3,
180730, 1,
180732, 26,
180733, 422,1
180734, 182,1
180735, 615,1
180736, 12,2
180737, 711,1
180739, 10,1
180740, 1,1
180741, 84,1
180742, 508,1
180751, 25,1
180752, 23,1
180753, 24,1
180754, 24,1
180756, 40,1
180758, 25,1
180759, 25,1
180760, 38,1
180761, 60,1
180762, 24,
180766, 2,1
180768, 7,1
180769, 10,2
180770, 0,2
180773, 41,1
180776, 4,1
180778, 652,1
180785, 72,1
180787, 6,1
180789, 66,1
180805, 1168,1
180806, 270,1
180807, 922,1
180808, 1251,1
180809, 148,1
180815, 0,1
180826, 3,1
180827, 24,1
180828, 21,1
180831, 7596,1
180832, 22848,1
180835, 3672,1
180853, 2255,2
180854, 4867,1
180855, 2894,1
180856, 784,2
180889, 437,2
180891, 626,2
180892, 502,2
180893, 1537,2
180894, 24,1
180895, 801,1
180896, 155,2
180898, 136,1
180899, 8,2
180900, 8,1
180901, 9,1
180902, 155,2
180942, 2183,1
180957, 80,1
180958, 92,1
180959, 94,1
180960, 127,1
180961, 90,1
180962, 77,1
180963, 1296,1
180964, 972,1
180965, 990,1
180966, 990,1
180967, 10,1
180968, 1505,1
180994, 234,2
181005, 131,2
181007, 233,2
181009, 376,2
181011, 180,1
181012, 428,2
181013, 251,1
181026, 38,2
181209, 128,2
181214, 1292,1
181215, 6,
181217, 12,1
181218, 12,1
181219, 2990,1
181221, 8,1
181223, 4512,2
181224, 1038,1
181228, 108,1
181229, 1528,1
181230, 12,
181231, 2,1
181247, 1556,2
181250, 6,1
181254, 6,1
181255, 2,1
181256, 8,1
181257, 12,1
181258, 1,3
181259, 1,1
181260, 8,1
181261, 6,1
181273, 12,1
181274, 18,1
181275, 504,1
181276, 860,1
181313, 2016,
181314, 2496,
181315, 1776,
181316, 1536,
181318, 2016,
181320, 2368,
181321, 4992,
181322, 15024,
181326, 1752,
181327, 1248,
181328, 1781,
181335, 6,1
181348, 6,1
181374, 504,2
181375, 390,1
181376, 289,2
181377, 326,2
181382, 6,
181383, 6,
181384, 6,
181385, 6,
181402, 1180,
181435, 1,1
181436, 1446,1
181441, 168,1
181442, 204,1
181493, 280,1
181542, 1062,
181543, 2496,
181544, 1586,
181545, 1400,
181546, 546,
181549, 1245,2
181564, 71,2
181565, 5,1
181567, 1456,
181610, 11,2
181612, 20,
181613, 48,
181614, 48,
181625, 184,1
181626, 1712,1
181627, 12,
181629, 12,
181630, 12,
181631, 11,1
181634, 12,1
181635, 36,1
181636, 12,1
181637, 5,
181638, 6,1
181640, 18,1
181641, 6,1
181642, 5,1
181644, 18,1
181645, 24,1
181646, 42,1
181647, 36,1
181649, 36,1
181651, 126,1
181652, 179,2
181653, 52,1
181654, 32,1
181655, 63,1
181657, 10,1
181658, 5,1
181659, 10,1
181661, 25,1
181662, 5,1
181663, 100,1
181664, 10,1
181665, 10,1
181666, 80,1
181668, 8016,
181669, 270,
181670, 552,
181671, 624,
181672, 504,
181676, 3,2
181677, 300,
181678, 600,
181679, 600,
181681, 300,
181685, 95,1
181686, 36,1
181687, 24,1
181688, 96,1
181689, 492,1
181690, 172,1
181695, 100,1
181697, 3,1
181701, 62,1
181702, 28,1
181703, 50,1
181704, 52,1
181705, 54,1
181706, 9,1
181710, 2,1
181712, 14,1
181713, 13,1
181714, 8,1
181715, 18,1
181716, 15,1
181717, 16,1
181718, 15,1
181719, 5,1
181720, 5,1
181721, 6,1
181722, 8,1
181723, 11,1
181725, 22,1
181726, 21,1
181727, 15,1
181728, 1,1
181729, 20,1
181730, 42,1
181731, 432,1
181733, 50,1
181734, 498,1
181735, 48,1
181736, 24,1
181737, 37,1
181738, 18,1
181739, 438,1
181741, 24,1
181742, 339,1
181743, 17,1
181744, 60,1
181746, 20,1
181748, 153,1
181750, 36,1
181751, 24,1
181753, 30,1
181755, 12,1
181756, 6,1
181757, 24,1
181763, 24,1
181765, 204,1
181767, 93,1
181768, 0,1
181769, 192,1
181770, 228,1
181771, 162,1
181772, 1182,1
181778, 12,1
181781, 432,1
181787, 183,1
181790, 0,1
181792, 20,1
181796, 22,1
181798, 26,1
181800, 144,
181802, 24,1
181819, 816,2
181821, 15012,1
181823, 15,1
181824, 690,1
181827, 5,1
181828, 310,1
181829, 35,2
181833, 20,
181836, 9,1
181844, 3,
181846, 13,1
181848, 0,2
181849, 192,1
181850, 1730,2
181856, 391,1
181876, 22,1
181877, 57,1
181878, 78,1
181880, 14,2
181881, 14,1
181882, 13,1
181885, 48,
181886, 20,
181887, 48,
181890, 24,
181891, 48,
181896, 19,2
181898, 12,1
181900, 288,
181908, 14,1
181910, 3,1
181911, 72,1
181915, 88,2
181916, 30,1
181917, 63,1
181920, 4,
181921, 4,
181922, 4,
181924, 20,1
181925, 6,1
181931, 126,2
181932, 144,2
181934, 126,2
181937, 43,1
181938, 1,1
181939, 538,1
181941, 8,
181942, 10,
181943, 246,1
181945, 388,1
181946, 211,1
181948, 72,1
181949, 63,1
181950, 33,1
181953, 60,1
181958, 258,
181962, 4,1
181981, 12,1
181992, 72,1
181993, 50,1
181995, 2,1
182002, 198,
182003, 600,
182012, 30,1
182013, 200,
182014, 32,1
182017, 16,1
182018, 3,2
182025, 17,1
182027, 17,1
182030, 4,
182032, 4,
182037, 24,
182038, 432,1
182078, 576,1
182079, 78,1
182080, 456,1
182081, 408,1
182086, 468,1
182095, 5,1
182096, 5,1
182097, 5,1
182098, 6,
182099, 6,
182110, 600,
182112, 480,
182121, 60,
182142, 165,
182143, 552,
182153, 6,1
182170, 0,1
182171, 708,1
182174, 0,1
182182, 0,1
182187, 70,1
182188, 3,1
182191, 85,1
182192, 0,1
182194, 48,2
182204, 6,1
182205, 18,2
182206, 1056,1
182215, 6,
182216, 6,
182220, 678,1
182221, 738,1
182235, 264,1
182236, 63,1
182242, 1224,
182243, 138,
182247, 342,1
182253, 700,
182291, 560,
182293, 24,
182296, 320,
182297, 6,
182298, 5,
182299, 6,
182300, 6,
182301, 6,1
182302, 60,1
182303, 864,1
182305, 12,1
182307, 12,1
182308, 2,
182309, 420,
182310, 4,
182312, 4,
182314, 200,
182315, 6,
182316, 4,
182322, 3,
182323, 3,
182324, 3,
182347, 6,
20090, 23,1
20092, 14,1
20093, 10,1
210042, 1,
240172, 333,2
240190, 0,1
240249, 120,1
240250, 100,1
460384, 57,1
460466, 10,1
460548, 27,1
60804, 52,1
61699, 15,1
620060, 12,1
620062, 10,1
620078, 22,1
620082, 3,1
620084, 17,1
620162, 148,1
620165, 24,1
630056, 36,1
630098, 49,1
630156, 6,1
630174, 46,
630180, 179,1
630300, 3,
630304, 3,
630306, 75,1
70281, 18,1
70282, 13,1
70430, 52,1
70801, 76,1
710427, 1571,1
710504, 640,2
710514, 1755,2
710542, 344,2
72128, 35,1
72131, 6,2
72666, 8,1
72743, 129,1
80001, 34,1
80003, 0,1
80509, 585,2
80628, 400,1
80652, 474,2
80674, 97,1
80718, 492,1
80729, 60,
80766, 12,1
80768, 82,2
80795, 301,1
80805, 12,1
80807, 39,1
80823, 1207,1
80834, 624,1
80839, 463,1
81002, 0,2
81235, 187,1
81604, 13,1
81631, 22,1
81642, 20,1
82001, 69,1
82246, 180,
82247, 44,1
82250, 29,1
82344, 31,1
82368, 151,1
82413, 47,1
82801, 160,1
82879, 344,2
82902, 144,1
82947, 112,1
84005, 36,1
84007, 6,1
84133, 38,1
84137, 0,1
84359, 13,1
84788, 72,1
84799, 7,1
85107, 41,1
85217, 33,1
85274, 1679,1
90036, 434,2
90086, 1319,2
90165, 1541,2
90225, 266,2
90803, 288,1
91366, 32,1
91377, 50,1
91424, 24,1
92164, 149,1
92390, 215,1
92501, 16,1
92503, 13,1
92708, 334,1
96041, 18,1
GOODY, 2,
